1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.001
10000,0.0
10000,0.0
10000,0.016
10000,0.0
10000,0.0
10000,0.015
10000,0.0
10000,0.016
10000,0.0
10000,0.015
100000,0.038
100000,0.053
100000,0.069
100000,0.085
100000,0.053
100000,0.046
100000,0.048
100000,0.046
100000,0.037
100000,0.046
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.0
5000,0.019
50000,0.032
50000,0.016
50000,0.015
50000,0.015
50000,0.032
50000,0.015
50000,0.015
50000,0.049
50000,0.015
50000,0.038
500000,0.269
500000,0.247
500000,0.285
500000,0.268
500000,0.263
500000,0.269
500000,0.253
500000,0.268
500000,0.269
500000,0.247
