1000,0.002
1000,0.001
1000,0.001
1000,0.001
1000,0.002
1000,0.002
1000,0.002
1000,0.002
1000,0.002
1000,0.002
10000,0.02
10000,0.028
10000,0.022
10000,0.022
10000,0.025
10000,0.021
10000,0.022
10000,0.028
10000,0.024
10000,0.022
100000,0.319
100000,0.347
100000,0.345
100000,0.341
100000,0.34
100000,0.326
100000,0.317
100000,0.299
100000,0.336
100000,0.31
5000,0.011
5000,0.01
5000,0.031
5000,0.009
5000,0.009
5000,0.009
5000,0.018
5000,0.013
5000,0.01
5000,0.02
50000,0.166
50000,0.152
50000,0.143
50000,0.142
50000,0.177
50000,0.263
50000,0.151
50000,0.145
50000,0.145
50000,0.143
500000,2.167
500000,2.146
500000,2.182
500000,2.261
500000,2.194
500000,2.247
500000,2.292
500000,2.095
500000,2.271
500000,2.151
