1000,0.025
1000,0.018
1000,0.01
1000,0.015
1000,0.027
1000,0.027
1000,0.026
1000,0.019
1000,0.015
1000,0.025
10000,0.361
10000,0.321
10000,0.34
10000,0.246
10000,0.378
10000,0.342
10000,0.315
10000,0.528
10000,0.217
10000,0.395
100000,3.712
100000,2.503
100000,3.332
100000,3.977
100000,7.245
100000,
100000,6.07
100000,3.648
100000,4.025
100000,3.433
5000,0.09
5000,0.07
5000,0.105
5000,0.126
5000,0.064
5000,0.112
5000,0.178
5000,0.133
5000,0.106
5000,0.153
50000,1.582
50000,3.572
50000,1.085
50000,2.125
50000,1.224
50000,1.984
50000,2.629
50000,1.711
50000,4.652
50000,2.443
