1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.002
1000,0.0
1000,0.0
1000,0.0
1000,0.0
10000,0.034
10000,0.032
10000,0.032
10000,0.016
10000,0.016
10000,0.031
10000,0.016
10000,0.038
10000,0.023
10000,0.032
100000,0.348
100000,0.353
100000,0.316
100000,0.316
100000,0.332
100000,0.3
100000,0.317
100000,0.348
100000,0.3
100000,0.315
5000,0.015
5000,0.022
5000,0.016
5000,0.022
5000,0.021
5000,0.0
5000,0.0
5000,0.0
5000,0.015
5000,0.016
50000,0.182
50000,0.147
50000,0.184
50000,0.153
50000,0.169
50000,0.147
50000,0.168
50000,0.138
50000,0.131
50000,0.169
500000,2.117
500000,3.098
500000,2.251
500000,3.154
500000,2.298
500000,2.242
500000,2.165
500000,1.965
500000,2.473
500000,2.038
