1000,0.0032
1000,0.0033
1000,0.0039
1000,0.0034
1000,0.0031
1000,0.0033
1000,0.0038
1000,0.004
1000,0.0037
1000,0.0032
10000,0.0409
10000,0.0404
10000,0.0406
10000,0.0398
10000,0.0399
10000,0.0402
10000,0.0409
10000,0.0399
10000,0.0428
10000,0.041
100000,0.4588
100000,0.4508
100000,0.4786
100000,0.4707
100000,0.4601
100000,0.4577
100000,0.4573
100000,0.454
100000,0.4634
100000,0.463
5000,0.0205
5000,0.0201
5000,0.0201
5000,0.02
5000,0.0198
5000,0.0196
5000,0.021
5000,0.0192
5000,0.019
5000,0.0191
50000,0.22
50000,0.2294
50000,0.2225
50000,0.2286
50000,0.2318
50000,0.2297
50000,0.2235
50000,0.2359
50000,0.2287
50000,0.2249
500000,2.475
500000,2.526
500000,2.5156
500000,2.5087
500000,2.4964
500000,2.4864
500000,2.6248
500000,2.5438
500000,2.3392
500000,2.2881
