1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.019
1000,0.016
10000,0.022
10000,0.031
10000,0.031
10000,0.032
10000,0.016
10000,0.031
10000,0.031
10000,0.022
10000,0.031
10000,0.031
100000,0.423
100000,0.385
100000,0.378
100000,0.4
100000,0.432
100000,0.379
100000,0.42
100000,0.417
100000,0.385
100000,0.416
5000,0.016
5000,0.015
5000,0.016
5000,0.016
5000,0.015
5000,0.015
5000,0.0
5000,0.015
5000,0.016
5000,0.0
50000,0.169
50000,0.2
50000,0.191
50000,0.154
50000,0.169
50000,0.2
50000,0.169
50000,0.184
50000,0.185
50000,0.215
500000,2.602
500000,2.566
500000,2.592
500000,2.542
500000,2.455
500000,2.449
500000,2.502
500000,2.469
500000,2.675
500000,2.416
