1000,0.0015
1000,0.0032
1000,0.0047
1000,0.0031
1000,0.0015
1000,0.0016
1000,0.0023
1000,0.0031
1000,0.0031
1000,0.0037
10000,0.0316
10000,0.0316
10000,0.03
10000,0.03
10000,0.0316
10000,0.0307
10000,0.0353
10000,0.0315
10000,0.0331
10000,0.0304
100000,0.3723
100000,0.3655
100000,0.3622
100000,0.362
100000,0.3754
100000,0.3698
100000,0.3588
100000,0.3674
100000,0.3589
100000,0.3659
5000,0.0154
5000,0.0147
5000,0.0148
5000,0.0154
5000,0.0132
5000,0.0147
5000,0.0152
5000,0.0163
5000,0.0138
5000,0.0137
50000,0.1961
50000,0.2017
50000,0.2019
50000,0.1911
50000,0.184
50000,0.1755
50000,0.1736
50000,0.1731
50000,0.1733
50000,0.1703
500000,2.2491
500000,2.2577
500000,2.2886
500000,2.199
500000,2.2538
500000,2.1968
500000,2.2086
500000,2.2304
500000,2.2362
500000,2.3074
