1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.0
1000,0.001
1000,0.005
1000,0.0
10000,0.015
10000,0.012
10000,0.017
10000,0.015
10000,0.01
10000,0.015
10000,0.011
10000,0.008
10000,0.015
10000,0.015
100000,0.137
100000,0.135
100000,0.141
100000,0.2
100000,0.134
100000,0.321
100000,0.14
100000,0.139
100000,0.17
100000,0.137
5000,0.005
5000,0.025
5000,0.005
5000,0.01
5000,0.008
5000,0.01
5000,0.01
5000,0.005
5000,0.01
5000,0.005
50000,0.073
50000,0.068
50000,0.064
50000,0.155
50000,0.068
50000,0.065
50000,0.075
50000,0.065
50000,0.065
50000,0.071
500000,0.736
500000,0.736
500000,0.705
500000,0.716
500000,0.722
500000,0.76
500000,0.716
500000,0.822
500000,0.675
500000,0.691
